Gene Symbol	t_shTEAD4	p.value_shTEAD4	FDR_shTEAD4	t_shMYCN	p.value_shMYCN	FDR_shMYCN	
EIF2AK1	-16.6158553697428	5.17140724438691E-07	0.0000386462168849275	-21.3729974473722	8.69283673577877E-08	0.0000128730230344463	
METAP2	6.16527336517147	0.000409214875744008	0.00336155319753743	-21.3705279831435	8.6999833231938E-08	0.0000128730230344463	
RAB11FIP4	5.30664588900801	0.00101298126898033	0.00661751224250481	-21.3670878568675	8.70995012507231E-08	0.0000128730230344463	
DQX1	19.9463783997299	1.42010519457649E-07	0.0000192657405464224	-21.309694944608	8.87815952825482E-08	0.0000130158114567858	
SOBP	-2.00875393956328	0.0833232976214777	0.173571343867032	21.2817058666366	8.96152843995753E-08	0.000013032930040799	
AKR1C3	-0.534358459494977	0.609164154518901	0.72119799185927	-21.2074142554266	9.18716505415975E-08	0.0000130747069613184	
C12orf24	4.31010352807139	0.00328608436458641	0.0158750272824386	-21.0840095879083	9.57638974500116E-08	0.0000130747069613184	
C20orf112	16.0327070202723	6.65086919414645E-07	0.0000433355380216445	21.1166628049798	9.47160638740244E-08	0.0000130747069613184	
EARS2	0.786866003210223	0.456434620257453	0.591985403016055	-21.1900094277863	9.24095584123262E-08	0.0000130747069613184	
ECI2	0.243871976547626	0.814122455291978	0.877240952803798	-21.0879435968173	9.56369605890628E-08	0.0000130747069613184	
GOLM1	3.26687384535775	0.0131706167171293	0.0446278921343325	-21.1275668904688	9.4369061730341E-08	0.0000130747069613184	
LPPR4	-12.4033118208138	3.99440332124578E-06	0.000141087351733308	21.0651367314955	9.63755285118362E-08	0.0000130747069613184	
PIP4K2C	1.00955915243356	0.345371509482867	0.488106092738011	-21.1560236861845	9.34702633758393E-08	0.0000130747069613184	
SCAMP3	-3.89539229113184	0.00559772492018012	0.0234731052394654	-21.1245993428748	9.44633550569758E-08	0.0000130747069613184	
CNRIP1	-22.560723742564	5.91554760232953E-08	0.0000137870179311216	-20.9895548703078	9.88698855689056E-08	0.0000133137455537566	
CELSR2	2.13534438988654	0.0689673824326727	0.151383487713542	-20.875504421032	1.02773963572978E-07	0.0000137377050278909	
POLR1E	-4.76098169372099	0.00189575506981745	0.0105002079348503	-20.8453474896439	1.03835361617248E-07	0.000013778270356496	
ADCYAP1R1	-4.66806018222494	0.00211815406940079	0.011372097704559	-20.7622866945703	1.06823760116604E-07	0.0000139312087994569	
PPP1R9B	-0.762599531228908	0.469905127985499	0.603959652265865	-20.7572100738756	1.07009555423089E-07	0.0000139312087994569	
PTK2	4.29114449531547	0.00336519561106587	0.0161584498186916	-20.749649581828	1.07286937231089E-07	0.0000139312087994569	
ADD1	7.20017928090773	0.000153748694390525	0.00169086359063845	20.6828023913816	1.09775326068493E-07	0.0000140535609337967	
FAM108C1	5.39876827419767	0.000914960646569044	0.0061258653225624	-20.6878344613975	1.09585740676569E-07	0.0000140535609337967	
C6orf120	21.7740237572043	7.61603996073317E-08	0.0000145803697088698	20.6447868506383	1.1121968488896E-07	0.0000141388996615133	
KIF3B	4.43078223991142	0.00282787998397963	0.0141308494306668	-20.6112644867448	1.12511271773476E-07	0.0000142037667331251	
RPSA	2.59464829076334	0.0347938236967889	0.0923074029797721	-20.553598670943	1.14773175572351E-07	0.0000143893900602054	
PFAS	-7.63829435745205	0.000104948164890639	0.00128648192147467	-20.5307118470731	1.15685188699096E-07	0.0000144043907216498	
BTN1A1	-11.3352054687269	7.43374605514932E-06	0.000215531211382073	-20.410394675504	1.20617269002483E-07	0.0000147584421984935	
SWAP70	-1.71978893800541	0.127896232136396	0.237392853176184	-20.4154510428944	1.20405247587745E-07	0.0000147584421984935	
UCK2	-2.59588329848172	0.034730365406974	0.0921698266764059	-20.4021430793923	1.20964183265061E-07	0.0000147584421984935	
SFRP1	7.81004990971981	0.000090789836488842	0.00116558505475329	20.3764316786143	1.22052437463254E-07	0.0000147919417376299	
GAR1	0.281130857545435	0.786505222196942	0.857649717132638	-20.3450961430634	1.2339381261111E-07	0.0000148554709897839	
DDN	4.25187169510014	0.00353578616465514	0.0167956772112009	-20.3087705959041	1.24969810327573E-07	0.0000149462248812168	
SCARB1	-2.59180902470723	0.0349401683744599	0.0925644594694412	-20.2088922248675	1.29422326970044E-07	0.0000153101145093479	
TEX261	-9.71337366182708	0.0000212920685294813	0.000430554520353105	-20.202864104102	1.29696772893975E-07	0.0000153101145093479	
RAB5B	-3.75181220799818	0.00677182994017567	0.0271750852106393	20.1640798878267	1.31478424797047E-07	0.0000154202986089388	
KLF13	13.1266754133406	2.69547015834245E-06	0.000104974161662864	20.1357479113203	1.3279751267906E-07	0.0000154751665576451	
TOM1L2	3.03813678622454	0.0182259817804899	0.0570626763466063	20.0436039720023	1.37192723165569E-07	0.0000158855192001713	
CLSTN1	-17.357250157666	3.80064349947764E-07	0.0000325905180080208	-19.9304187890284	1.42819594554639E-07	0.0000163199827829188	
HSDL1	7.51682837773069	0.00011646000655587	0.00139193061090018	19.9429349357154	1.42184644804669E-07	0.0000163199827829188	
UBE3C	9.69814838457784	0.0000215188609207517	0.000433693317825216	19.914377124683	1.43638112397107E-07	0.0000163199827829188	
TMEM128	-5.94375363142826	0.000512505482431667	0.00398496029303904	-19.8071137175102	1.49250193900202E-07	0.0000168522936329924	
CCT4	3.4103310330857	0.0107805900763424	0.0382848890404041	-19.7447884831747	1.52625359912447E-07	0.00001712701492499	
AOX1	-8.97256865998821	0.0000362850184101845	0.000617048970700415	-19.5724863952839	1.62416718979759E-07	0.0000175429262156109	
CCDC43	-9.2173564464203	0.0000303012129580644	0.000547016633927163	-19.5287103612523	1.65016798661613E-07	0.0000175429262156109	
GNPTAB	13.2602024341516	2.51223259747412E-06	0.0000999360971135575	19.6194986518637	1.59676130111622E-07	0.0000175429262156109	
GTF3C2	-2.82984271468612	0.024633131124666	0.0715344553858313	-19.5537591687384	1.63523283143256E-07	0.0000175429262156109	
KCTD7	-1.27795747286817	0.240857747609915	0.376844220139483	19.5365172511899	1.64549662646572E-07	0.0000175429262156109	
KIF23	-12.7584178006216	3.28455980552231E-06	0.000120870471061923	-19.6034650262159	0.0000001606048651317	0.0000175429262156109	
NIPSNAP1	5.04440933425768	0.00136192982703036	0.00825009074494667	-19.5717366310767	1.62460857586027E-07	0.0000175429262156109	
RPSAP58	2.13776069579345	0.0687187175102666	0.150928786470839	-19.5362682074117	1.64564541300926E-07	0.0000175429262156109	
ST8SIA2	0.72101624975692	0.493603765476741	0.62470610482894	19.5546319238715	1.63471523405168E-07	0.0000175429262156109	
CHD3	-1.59969051024613	0.152442188340097	0.27084113974146	-19.453741335152	1.69580222298464E-07	0.0000179232491928127	
KIAA0226	-1.02476982012439	0.338610226631339	0.481357155922046	19.4007415746912	1.7289291307565E-07	0.0000181677472069494	
GMFB	2.5862175129767	0.0352302353812003	0.0931417350117378	-19.3429540152371	1.76588942686276E-07	0.0000183440593662503	
GNL3	-1.90580376550299	0.0971332725445391	0.193680570537148	-19.3448119013147	1.76468726384256E-07	0.0000183440593662503	
EXOC2	7.21901643307679	0.000151188571076379	0.0016697794857822	-19.274406741721	1.81090100112249E-07	0.0000185990787002293	
GAB2	3.50819348793877	0.00941950506610146	0.034702295696402	19.2872644918566	1.80235954266825E-07	0.0000185990787002293	
IRGQ	2.51078398141011	0.0393955036959392	0.101111686230789	-19.1904062535464	1.86784810019735E-07	0.0000190761857379144	
HPRT1	0.0157921436292459	0.987828242585415	0.991591917281074	-19.157994226439	1.89036338310032E-07	0.0000191982770622238	
GLT8D1	3.92756638445396	0.00536616310346438	0.0227658060811853	-19.1097140332235	1.92447579034421E-07	0.0000193576333477229	
WDFY1	-4.21395849086009	0.00370948204379937	0.0173800706376878	-19.105688978348	1.92735113919239E-07	0.0000193576333477229	
ABCC1	0.424610449635167	0.683501409383649	0.779355115888102	-18.9656800667238	2.03047303584794E-07	0.0000194106395623934	
CAPN2	-8.688183455954	0.0000449757545624584	0.000717835155567104	-18.9620269965445	2.0332463657873E-07	0.0000194106395623934	
CBFB	0.910221025417501	0.392110445572363	0.532767696848301	-19.0338911611984	1.9794699197582E-07	0.0000194106395623934	
CRTAP	5.00220490382459	0.00142964904571967	0.00854358645698153	-19.0574855411744	1.96216787130967E-07	0.0000194106395623934	
FAM101B	3.82644577120211	0.00613133483786771	0.0251833565335737	18.9672209823919	2.02930449584424E-07	0.0000194106395623934	
LETM1	-4.76009712525886	0.00189774683136847	0.0105052191374688	-18.972732637961	2.02513102969929E-07	0.0000194106395623934	
MYB	-15.79820292128	7.37717036137548E-07	0.0000458880776383585	-18.969582257255	2.02751532581558E-07	0.0000194106395623934	
PAFAH1B2	-4.77465770573336	0.00186525254659751	0.0103949803938063	-18.947275412152	2.04448930725971E-07	0.0000194106395623934	
PTGES3	-0.012854376689405	0.990092361292307	0.99298736819667	-18.9399725792125	2.05008130039031E-07	0.0000194106395623934	
THADA	-6.86492111427092	0.000208523497136827	0.00211301485755317	-18.9474729665268	2.0443382750208E-07	0.0000194106395623934	
WBP2	-0.661034760551476	0.529134159863654	0.656013768816842	-19.0133355996868	1.99468496300745E-07	0.0000194106395623934	
KIAA0319L	0.167564835074099	0.871527818705034	0.914357191577567	-18.9113241829491	2.07218665228396E-07	0.0000194176706968402	
MKI67IP	2.93021464128491	0.0212919964512335	0.0641190820000746	-18.9242702895058	2.06216395766277E-07	0.0000194176706968402	
E2F2	-30.4852179532229	6.88607545874536E-09	8.34546438430212E-06	-18.8855036006081	2.09234231021168E-07	0.0000194362356494756	
TSKU	3.07270398116862	0.0173455459080776	0.0550016883068102	-18.881419146657	2.09555101342055E-07	0.0000194362356494756	
PALM2	-4.67848809315022	0.00209181890607419	0.0112698631411834	-18.8611960644304	2.1115206473915E-07	0.000019484941040066	
SLC35D2	17.9845542364962	2.95730670288288E-07	0.0000298671547509488	18.8226744169118	2.14232423821371E-07	0.0000196693496598419	
RARS	1.55380818561352	0.16292468159756	0.284215313958549	-18.8018952255413	2.15915198505696E-07	0.0000197242331338444	
TMOD2	-6.42467487978636	0.000316702326090421	0.00281257038886066	-18.7806774679428	2.17649003992984E-07	0.0000197832062179423	
AP3M2	0.847794788562143	0.423792413286486	0.563166833416304	-18.6507755805374	2.28615267905734E-07	0.0000202073919841903	
C7	8.58596810128195	0.0000486550442907215	0.000758576372350794	-18.6723485656122	2.26751381648478E-07	0.0000202073919841903	
DHX15	-1.77307572851505	0.118242627683113	0.223699940540254	-18.646517175234	2.28985243893679E-07	0.0000202073919841903	
MDFI	-1.4559169241876	0.187524519402224	0.316029316604528	-18.6612399059048	2.2770899464137E-07	0.0000202073919841903	
PLD6	6.00310829407207	0.000482234049380486	0.00380161872666429	-18.6881861205613	2.25394018974341E-07	0.0000202073919841903	
PRKACA	-14.1165602176448	1.62381576764455E-06	0.0000776824916842375	-18.6832003751548	2.2582032573322E-07	0.0000202073919841903	
ZNF146	3.68760658544616	0.00738097681067968	0.0288308503311873	-18.6320896958388	2.30243788541434E-07	0.0000202202987048055	
HNRNPUL2	-1.58642791920492	0.155406467154129	0.274631492796238	-18.6112786608251	2.32073054715504E-07	0.000020282961834967	
TOP1MT	3.25270316675579	0.0134357456644148	0.0452815017488686	-18.5684159023718	2.35892908858008E-07	0.0000205181683738265	
LPIN1	-2.18305527081298	0.0642195526195637	0.143385807795511	-18.5155981293783	2.4069855747184E-07	0.0000208364717918123	
HSD17B4	-2.09453543553286	0.0733049586404547	0.158154621780777	-18.4768684766633	2.44293105339467E-07	0.0000209481337828593	
SPRY2	-5.59505687699292	0.00073934702802558	0.00523795386690453	18.4890136417776	2.43159374722869E-07	0.0000209481337828593	
SCFD2	-6.00950995192509	0.000479090063920279	0.00378011209722515	-18.4418130961126	2.47599294935876E-07	0.0000210332130029873	
XPO5	0.905909594260307	0.394241074723298	0.534881048733705	-18.4536640988287	2.4647593277819E-07	0.0000210332130029873	
DLG2	5.93787214941021	0.000515618660778978	0.00400231922899276	18.4003970627746	2.51571072225439E-07	0.0000212712117301687	
RCBTB1	5.41878082023519	0.00089508765552531	0.00604001428722888	-18.3381315138403	2.57679279202524E-07	0.0000216868130399198	
CCDC25	6.58503530460699	0.000271324934908268	0.00252168506732996	-18.3091290952333	2.6058178622464E-07	0.000021766718081885	
EGR1	6.04684290305547	0.000461204316907125	0.00367190155418971	18.3047484992805	2.61023408430108E-07	0.000021766718081885	
